Names: Derek Hildebrandt, Jesus Gonzalez, Christianna Powell
Group: Group 3
Date: June 18, 2015
SectionB: DA Pattern Matching - Genes
Gene 1942: Start: 281751 End: 281841 

Gene 1943: Start: 282020 End: 282185 

Gene 1944: Start: 282312 End: 282330 

Gene 1945: Start: 282381 End: 282384 

Gene 1946: Start: 282561 End: 282576 

Gene 1947: Start: 282633 End: 282726 

Gene 1948: Start: 282765 End: 282783 

Gene 1949: Start: 282971 End: 282983 

Gene 1950: Start: 283262 End: 283265 

Gene 1951: Start: 283281 End: 283332 

Gene 1952: Start: 283346 End: 283544 

Gene 1953: Start: 283772 End: 283829 

Gene 1954: Start: 283841 End: 283856 

Gene 1955: Start: 283899 End: 283932 

Gene 1956: Start: 284039 End: 284063 

Gene 1957: Start: 284199 End: 284322 

Gene 1958: Start: 284342 End: 284357 

Gene 1959: Start: 284433 End: 284556 

Gene 1960: Start: 284649 End: 284742 

Gene 1961: Start: 285017 End: 285077 

Gene 1962: Start: 285222 End: 285330 

Gene 1963: Start: 285350 End: 285368 

Gene 1964: Start: 285464 End: 285467 

Gene 1965: Start: 285476 End: 285503 

Gene 1966: Start: 285584 End: 285644 

Gene 1967: Start: 285837 End: 285990 

Gene 1968: Start: 286023 End: 286113 

Gene 1969: Start: 286157 End: 286337 

Gene 1970: Start: 286406 End: 286451 

Gene 1971: Start: 286518 End: 286566 

Gene 1972: Start: 286620 End: 286629 

Gene 1973: Start: 286691 End: 286826 

Gene 1974: Start: 286952 End: 286973 

Gene 1975: Start: 287069 End: 287081 

Gene 1976: Start: 287105 End: 287141 

Gene 1977: Start: 287234 End: 287324 

Gene 1978: Start: 287546 End: 287639 

Gene 1979: Start: 287697 End: 287718 

Gene 1980: Start: 287774 End: 287822 

Gene 1981: Start: 288240 End: 288318 

Gene 1982: Start: 288365 End: 288374 

Gene 1983: Start: 288557 End: 288578 

Gene 1984: Start: 288597 End: 288642 

Gene 1985: Start: 288701 End: 288761 

Gene 1986: Start: 288764 End: 288815 

Gene 1987: Start: 288885 End: 288900 

Gene 1988: Start: 289046 End: 289088 

Gene 1989: Start: 289140 End: 289158 

Gene 1990: Start: 289190 End: 289298 

Gene 1991: Start: 289455 End: 289527 

Gene 1992: Start: 289628 End: 289682 

Gene 1993: Start: 289719 End: 289755 

Gene 1994: Start: 289935 End: 289944 

Gene 1995: Start: 290138 End: 290180 

Gene 1996: Start: 290370 End: 290652 

Gene 1997: Start: 290697 End: 290706 

Gene 1998: Start: 290781 End: 290814 

Gene 1999: Start: 290856 End: 290859 

Gene 2000: Start: 290898 End: 290922 

Gene 2001: Start: 291024 End: 291027 

Gene 2002: Start: 291068 End: 291077 

Gene 2003: Start: 291120 End: 291177 

Gene 2004: Start: 291366 End: 291414 

Gene 2005: Start: 291468 End: 291543 

Gene 2006: Start: 291560 End: 291614 

Gene 2007: Start: 291644 End: 291653 

Gene 2008: Start: 291749 End: 291875 

Gene 2009: Start: 291915 End: 291999 

Gene 2010: Start: 292037 End: 292091 

Gene 2011: Start: 292110 End: 292128 

Gene 2012: Start: 292170 End: 292236 

Gene 2013: Start: 292301 End: 292397 

Gene 2014: Start: 292409 End: 292526 

Gene 2015: Start: 292671 End: 292947 

Gene 2016: Start: 293073 End: 293097 

Gene 2017: Start: 293109 End: 293115 

Gene 2018: Start: 293154 End: 293169 

Gene 2019: Start: 293184 End: 293187 

Gene 2020: Start: 293295 End: 293550 

Gene 2021: Start: 293604 End: 293619 

Gene 2022: Start: 293685 End: 293691 

Gene 2023: Start: 293772 End: 293808 

Gene 2024: Start: 293850 End: 293967 

Gene 2025: Start: 293988 End: 294120 

Gene 2026: Start: 294414 End: 294462 

Gene 2027: Start: 294506 End: 294566 

Gene 2028: Start: 294629 End: 294641 

Gene 2029: Start: 294669 End: 294720 

Gene 2030: Start: 294978 End: 295068 

Gene 2031: Start: 295112 End: 295139 

Gene 2032: Start: 295310 End: 295367 

Gene 2033: Start: 295433 End: 295436 

Gene 2034: Start: 295439 End: 295553 

Gene 2035: Start: 295650 End: 295719 

Gene 2036: Start: 295824 End: 295848 

Gene 2037: Start: 295865 End: 295880 

Gene 2038: Start: 295916 End: 295940 

Gene 2039: Start: 295958 End: 295979 

Gene 2040: Start: 296022 End: 296049 

Gene 2041: Start: 296268 End: 296394 

Gene 2042: Start: 296511 End: 296631 

Gene 2043: Start: 296640 End: 296649 

Gene 2044: Start: 296655 End: 296676 

Gene 2045: Start: 296721 End: 296748 

Gene 2046: Start: 296808 End: 296826 

Gene 2047: Start: 296853 End: 297003 

Gene 2048: Start: 297051 End: 297063 

Gene 2049: Start: 297107 End: 297119 

Gene 2050: Start: 297158 End: 297230 

Gene 2051: Start: 297260 End: 297284 

Gene 2052: Start: 297359 End: 297401 

Gene 2053: Start: 297477 End: 297480 

Gene 2054: Start: 297572 End: 297689 

Gene 2055: Start: 297762 End: 297771 

Gene 2056: Start: 298077 End: 298113 

Gene 2057: Start: 298248 End: 298335 

Gene 2058: Start: 298529 End: 298580 

Gene 2059: Start: 298884 End: 299139 

Gene 2060: Start: 299462 End: 299486 

Gene 2061: Start: 299540 End: 299621 

Gene 2062: Start: 299685 End: 299688 

Gene 2063: Start: 299730 End: 299739 

Gene 2064: Start: 299756 End: 299828 

Gene 2065: Start: 300020 End: 300044 

Gene 2066: Start: 300156 End: 300237 

Gene 2067: Start: 300371 End: 300434 

Gene 2068: Start: 300453 End: 300468 

Gene 2069: Start: 300572 End: 300599 

Gene 2070: Start: 300678 End: 300720 

Gene 2071: Start: 300830 End: 300848 

Gene 2072: Start: 300882 End: 300939 

Gene 2073: Start: 300959 End: 300968 

Gene 2074: Start: 300989 End: 300992 

Gene 2075: Start: 301032 End: 301062 

Gene 2076: Start: 301695 End: 301764 

Gene 2077: Start: 301797 End: 301998 

Gene 2078: Start: 302007 End: 302076 

Gene 2079: Start: 302289 End: 302325 

Gene 2080: Start: 302496 End: 302586 

Gene 2081: Start: 302835 End: 302898 

Gene 2082: Start: 303015 End: 303021 

Gene 2083: Start: 303084 End: 303138 

Gene 2084: Start: 303339 End: 303504 

Gene 2085: Start: 303576 End: 303660 

Gene 2086: Start: 303750 End: 303801 

Gene 2087: Start: 303821 End: 303974 

Gene 2088: Start: 303978 End: 304101 

Gene 2089: Start: 304109 End: 304142 

Gene 2090: Start: 304287 End: 304341 

Gene 2091: Start: 304371 End: 304392 

Gene 2092: Start: 304485 End: 304512 

Gene 2093: Start: 304632 End: 304710 

Gene 2094: Start: 304806 End: 304848 

Gene 2095: Start: 304899 End: 304908 

Gene 2096: Start: 304916 End: 304955 

Gene 2097: Start: 305079 End: 305127 

Gene 2098: Start: 305160 End: 305181 

Gene 2099: Start: 305288 End: 305297 

Gene 2100: Start: 305310 End: 305319 

Gene 2101: Start: 305460 End: 305499 

Gene 2102: Start: 305508 End: 305538 

Gene 2103: Start: 305759 End: 305762 

Gene 2104: Start: 305795 End: 305870 

Gene 2105: Start: 306087 End: 306105 

Gene 2106: Start: 306159 End: 306162 

Gene 2107: Start: 306177 End: 306318 

Gene 2108: Start: 306425 End: 306500 

Gene 2109: Start: 306527 End: 306539 

Gene 2110: Start: 306569 End: 306584 

Gene 2111: Start: 306603 End: 306681 

Gene 2112: Start: 306711 End: 306717 

Gene 2113: Start: 306738 End: 306750 

Gene 2114: Start: 306821 End: 306830 

Gene 2115: Start: 306836 End: 306869 

Gene 2116: Start: 306876 End: 306918 

Gene 2117: Start: 306938 End: 307028 

Gene 2118: Start: 307116 End: 307149 

Gene 2119: Start: 307284 End: 307326 

Gene 2120: Start: 307332 End: 307383 

Gene 2121: Start: 307434 End: 307461 

Gene 2122: Start: 307530 End: 307584 

Gene 2123: Start: 307625 End: 307634 

Gene 2124: Start: 307718 End: 307835 

Gene 2125: Start: 307847 End: 307886 

Gene 2126: Start: 308009 End: 308030 

Gene 2127: Start: 308144 End: 308249 

Gene 2128: Start: 308304 End: 308325 

Gene 2129: Start: 308550 End: 308583 

Gene 2130: Start: 308601 End: 308604 

Gene 2131: Start: 308835 End: 308877 

Gene 2132: Start: 308898 End: 308904 

Gene 2133: Start: 308954 End: 309002 

Gene 2134: Start: 309036 End: 309117 

Gene 2135: Start: 309236 End: 309395 

Gene 2136: Start: 309465 End: 309576 

Gene 2137: Start: 309585 End: 309915 

Gene 2138: Start: 309920 End: 309932 

Gene 2139: Start: 310011 End: 310050 

Gene 2140: Start: 310100 End: 310166 

Gene 2141: Start: 310181 End: 310247 

Gene 2142: Start: 310334 End: 310358 

Gene 2143: Start: 310376 End: 310391 

Gene 2144: Start: 310595 End: 310802 

Gene 2145: Start: 311175 End: 311235 

Gene 2146: Start: 311267 End: 311294 

Gene 2147: Start: 311391 End: 311394 

Gene 2148: Start: 311631 End: 311685 

Gene 2149: Start: 311714 End: 311774 

Gene 2150: Start: 311916 End: 311958 

Gene 2151: Start: 312072 End: 312231 

Gene 2152: Start: 312297 End: 312372 

Gene 2153: Start: 312498 End: 312513 

Gene 2154: Start: 312533 End: 312563 

Gene 2155: Start: 312578 End: 312593 

Gene 2156: Start: 312672 End: 312789 

Gene 2157: Start: 312803 End: 312884 

Gene 2158: Start: 312947 End: 312986 

Gene 2159: Start: 313008 End: 313044 

Gene 2160: Start: 313064 End: 313091 

Gene 2161: Start: 313215 End: 313236 

Gene 2162: Start: 313319 End: 313517 

Gene 2163: Start: 313770 End: 313773 

Gene 2164: Start: 313787 End: 313790 

Gene 2165: Start: 313863 End: 314046 

Gene 2166: Start: 314145 End: 314163 

Gene 2167: Start: 314198 End: 314303 

Gene 2168: Start: 314309 End: 314360 

Gene 2169: Start: 314397 End: 314490 

Gene 2170: Start: 314525 End: 314534 

Gene 2171: Start: 314552 End: 314816 

Gene 2172: Start: 314982 End: 314988 

Gene 2173: Start: 315035 End: 315050 

Gene 2174: Start: 315447 End: 315651 

Gene 2175: Start: 315654 End: 315666 

Gene 2176: Start: 315669 End: 315714 

Gene 2177: Start: 315767 End: 315953 

Gene 2178: Start: 316023 End: 316071 

Gene 2179: Start: 316769 End: 316781 

Gene 2180: Start: 316791 End: 316872 

Gene 2181: Start: 316880 End: 316922 

Gene 2182: Start: 316971 End: 316980 

Gene 2183: Start: 317148 End: 317160 

Gene 2184: Start: 317213 End: 317327 

Gene 2185: Start: 317367 End: 317562 

Gene 2186: Start: 317669 End: 317867 

Gene 2187: Start: 317969 End: 318035 

Gene 2188: Start: 318057 End: 318096 

Gene 2189: Start: 318107 End: 318170 

Gene 2190: Start: 318215 End: 318224 

Gene 2191: Start: 318432 End: 318459 

Gene 2192: Start: 318540 End: 318714 

Gene 2193: Start: 318762 End: 318789 

Gene 2194: Start: 318831 End: 318846 

Gene 2195: Start: 318942 End: 319002 

Gene 2196: Start: 319062 End: 319089 

Gene 2197: Start: 319143 End: 319311 

Gene 2198: Start: 319338 End: 319434 

Gene 2199: Start: 319461 End: 319719 

Gene 2200: Start: 319734 End: 319749 

Gene 2201: Start: 319775 End: 319808 

Gene 2202: Start: 320025 End: 320100 

Gene 2203: Start: 320186 End: 320444 

Gene 2204: Start: 320577 End: 320595 

Gene 2205: Start: 320670 End: 320673 

Gene 2206: Start: 320757 End: 320814 

Gene 2207: Start: 321068 End: 321077 

Gene 2208: Start: 321336 End: 321381 

Gene 2209: Start: 321395 End: 321434 

Gene 2210: Start: 321837 End: 321942 

Gene 2211: Start: 321947 End: 322004 

Gene 2212: Start: 322101 End: 322200 

Gene 2213: Start: 322280 End: 322322 

Gene 2214: Start: 322490 End: 322502 

Gene 2215: Start: 322691 End: 322715 

Gene 2216: Start: 322730 End: 322742 

Gene 2217: Start: 322881 End: 322980 

Gene 2218: Start: 323018 End: 323066 

Gene 2219: Start: 323073 End: 323169 

Gene 2220: Start: 323435 End: 323438 

Gene 2221: Start: 323477 End: 323570 

Gene 2222: Start: 323631 End: 323643 

Gene 2223: Start: 323744 End: 323981 

Gene 2224: Start: 324180 End: 324195 

Gene 2225: Start: 324269 End: 324323 

Gene 2226: Start: 324492 End: 324501 

Gene 2227: Start: 324534 End: 324642 

Gene 2228: Start: 324738 End: 324759 

Gene 2229: Start: 324780 End: 324798 

Gene 2230: Start: 324816 End: 324831 

Gene 2231: Start: 324900 End: 324927 

Gene 2232: Start: 324944 End: 324953 

Gene 2233: Start: 325040 End: 325073 

Gene 2234: Start: 325233 End: 325239 

Gene 2235: Start: 325242 End: 325248 

Gene 2236: Start: 325259 End: 325298 

Gene 2237: Start: 325313 End: 325346 

Gene 2238: Start: 325436 End: 325532 

Gene 2239: Start: 325740 End: 325839 

Gene 2240: Start: 325911 End: 325995 

Gene 2241: Start: 326045 End: 326060 

Gene 2242: Start: 326231 End: 326249 

Gene 2243: Start: 326319 End: 326391 

Gene 2244: Start: 326397 End: 326565 

Gene 2245: Start: 326787 End: 326829 

Gene 2246: Start: 326961 End: 327114 

Gene 2247: Start: 327117 End: 327171 

Gene 2248: Start: 327332 End: 327362 

Gene 2249: Start: 327453 End: 327501 

Gene 2250: Start: 327593 End: 327719 

Gene 2251: Start: 327803 End: 327890 

Gene 2252: Start: 327912 End: 327921 

Gene 2253: Start: 328109 End: 328139 

Gene 2254: Start: 328172 End: 328220 

Gene 2255: Start: 328341 End: 328362 

Gene 2256: Start: 328514 End: 328577 

Gene 2257: Start: 328682 End: 328715 

Gene 2258: Start: 328790 End: 328796 

Gene 2259: Start: 328962 End: 328977 

Gene 2260: Start: 328994 End: 329069 

Gene 2261: Start: 329169 End: 329328 

Gene 2262: Start: 329370 End: 329388 

Gene 2263: Start: 329555 End: 329651 

Gene 2264: Start: 329709 End: 329718 

Gene 2265: Start: 330035 End: 330074 

Gene 2266: Start: 330087 End: 330366 

Gene 2267: Start: 330416 End: 330419 

Gene 2268: Start: 330455 End: 330488 

Gene 2269: Start: 330563 End: 330578 

Gene 2270: Start: 330630 End: 330771 

Gene 2271: Start: 330788 End: 330797 

Gene 2272: Start: 330866 End: 330923 

Gene 2273: Start: 331008 End: 331056 

Gene 2274: Start: 331079 End: 331100 

Gene 2275: Start: 331185 End: 331236 

Gene 2276: Start: 331244 End: 331280 

Gene 2277: Start: 331311 End: 331425 

Gene 2278: Start: 331457 End: 331499 

Gene 2279: Start: 331553 End: 331622 

Gene 2280: Start: 331652 End: 331688 

Gene 2281: Start: 331734 End: 331737 

Gene 2282: Start: 331827 End: 331845 

Gene 2283: Start: 331895 End: 331919 

Gene 2284: Start: 331991 End: 332114 

Gene 2285: Start: 332168 End: 332180 

Gene 2286: Start: 332265 End: 332298 

Gene 2287: Start: 332303 End: 332345 

Gene 2288: Start: 332436 End: 332445 

Gene 2289: Start: 332448 End: 332514 

Gene 2290: Start: 332538 End: 332556 

Gene 2291: Start: 332582 End: 332588 

Gene 2292: Start: 332609 End: 332678 

Gene 2293: Start: 332769 End: 332829 

Gene 2294: Start: 333015 End: 333162 

Gene 2295: Start: 333177 End: 333198 

Gene 2296: Start: 333275 End: 333317 

Gene 2297: Start: 333416 End: 333542 

Gene 2298: Start: 333665 End: 333902 

Gene 2299: Start: 333921 End: 333954 

Gene 2300: Start: 333984 End: 334044 

Gene 2301: Start: 334052 End: 334055 

Gene 2302: Start: 334101 End: 334275 

Gene 2303: Start: 334278 End: 334314 

Gene 2304: Start: 334527 End: 334578 

Gene 2305: Start: 334599 End: 334614 

Gene 2306: Start: 334761 End: 334812 

Gene 2307: Start: 334886 End: 335060 

Gene 2308: Start: 335121 End: 335190 

Gene 2309: Start: 335363 End: 335435 

Gene 2310: Start: 335457 End: 335469 

Gene 2311: Start: 335643 End: 335655 

Gene 2312: Start: 335718 End: 335733 

Gene 2313: Start: 335747 End: 335867 

Gene 2314: Start: 335967 End: 335979 

Gene 2315: Start: 336105 End: 336141 

Gene 2316: Start: 336306 End: 336324 

Gene 2317: Start: 336383 End: 336416 

Gene 2318: Start: 336539 End: 336602 

Gene 2319: Start: 336609 End: 336669 

Gene 2320: Start: 336900 End: 336906 

Gene 2321: Start: 336917 End: 336971 

Gene 2322: Start: 337176 End: 337203 

Gene 2323: Start: 337319 End: 337325 

Gene 2324: Start: 337353 End: 337449 

Gene 2325: Start: 337452 End: 337506 

Gene 2326: Start: 337509 End: 337521 

Gene 2327: Start: 337548 End: 337605 

Gene 2328: Start: 337715 End: 337787 

Gene 2329: Start: 337863 End: 337878 

Gene 2330: Start: 337940 End: 338003 

Gene 2331: Start: 338043 End: 338067 

Gene 2332: Start: 338181 End: 338322 

Gene 2333: Start: 338402 End: 338441 

Gene 2334: Start: 338544 End: 338673 

Gene 2335: Start: 338946 End: 339030 

Gene 2336: Start: 339179 End: 339188 

Gene 2337: Start: 339257 End: 339296 

Gene 2338: Start: 339333 End: 339375 

Gene 2339: Start: 339389 End: 339416 

Gene 2340: Start: 340128 End: 340275 

Gene 2341: Start: 340809 End: 340815 

Gene 2342: Start: 340941 End: 341040 

Gene 2343: Start: 341139 End: 341142 

Gene 2344: Start: 341180 End: 341270 

Gene 2345: Start: 341304 End: 341391 

Gene 2346: Start: 341471 End: 341537 

Gene 2347: Start: 341808 End: 341835 

Gene 2348: Start: 341957 End: 341987 

Gene 2349: Start: 342026 End: 342167 

Gene 2350: Start: 342287 End: 342308 

Gene 2351: Start: 342321 End: 342327 

Gene 2352: Start: 342377 End: 342410 

Gene 2353: Start: 342440 End: 342518 

Gene 2354: Start: 342566 End: 342614 

Gene 2355: Start: 342756 End: 342762 

Gene 2356: Start: 342798 End: 342864 

Gene 2357: Start: 342942 End: 342978 

Gene 2358: Start: 342995 End: 343040 

Gene 2359: Start: 343149 End: 343167 

Gene 2360: Start: 343266 End: 343314 

Gene 2361: Start: 343424 End: 343514 

Gene 2362: Start: 343604 End: 343682 

Gene 2363: Start: 343742 End: 343796 

Gene 2364: Start: 343976 End: 344003 

Gene 2365: Start: 344132 End: 344186 

Gene 2366: Start: 344210 End: 344234 

Gene 2367: Start: 344360 End: 344396 

Gene 2368: Start: 344499 End: 344592 

Gene 2369: Start: 344630 End: 344696 

Gene 2370: Start: 344736 End: 344757 

Gene 2371: Start: 344834 End: 344867 

Gene 2372: Start: 344873 End: 344882 

Gene 2373: Start: 344897 End: 344948 

Gene 2374: Start: 345000 End: 345069 

Gene 2375: Start: 345120 End: 345126 

Gene 2376: Start: 345294 End: 345297 

Gene 2377: Start: 345309 End: 345426 

Gene 2378: Start: 345510 End: 345540 

Gene 2379: Start: 345785 End: 345806 

Gene 2380: Start: 345837 End: 345858 

Gene 2381: Start: 345951 End: 345993 

Gene 2382: Start: 346049 End: 346091 

Gene 2383: Start: 346398 End: 346500 

Gene 2384: Start: 346670 End: 346715 

Gene 2385: Start: 346976 End: 346979 

Gene 2386: Start: 346989 End: 347040 

Gene 2387: Start: 347061 End: 347133 

Gene 2388: Start: 347179 End: 347293 

Gene 2389: Start: 347300 End: 347309 

Gene 2390: Start: 347533 End: 347554 

Gene 2391: Start: 347645 End: 347681 

Gene 2392: Start: 347755 End: 347902 

Gene 2393: Start: 347907 End: 348075 

Gene 2394: Start: 348108 End: 348174 

Gene 2395: Start: 348322 End: 348442 

Gene 2396: Start: 348585 End: 348621 

Gene 2397: Start: 348643 End: 348757 

Gene 2398: Start: 348802 End: 348859 

Gene 2399: Start: 349054 End: 349063 

Gene 2400: Start: 349207 End: 349297 

Gene 2401: Start: 349375 End: 349402 

Gene 2402: Start: 349557 End: 349563 

Gene 2403: Start: 349613 End: 349664 

Gene 2404: Start: 349700 End: 349778 

Gene 2405: Start: 349819 End: 349858 

Gene 2406: Start: 349872 End: 349899 

Gene 2407: Start: 349913 End: 350060 

Gene 2408: Start: 350074 End: 350155 

Gene 2409: Start: 350186 End: 350240 

Gene 2410: Start: 350279 End: 350345 

Gene 2411: Start: 350397 End: 350406 

Gene 2412: Start: 350563 End: 350698 

Gene 2413: Start: 350837 End: 350867 

Gene 2414: Start: 350916 End: 350976 

Gene 2415: Start: 351029 End: 351095 

Gene 2416: Start: 351120 End: 351198 

Gene 2417: Start: 351257 End: 351368 

Gene 2418: Start: 351377 End: 351410 

Gene 2419: Start: 351447 End: 351561 

Gene 2420: Start: 351614 End: 351623 

Gene 2421: Start: 351786 End: 351861 

Gene 2422: Start: 351867 End: 351927 

Gene 2423: Start: 351948 End: 351963 

Gene 2424: Start: 351988 End: 352156 

Gene 2425: Start: 352187 End: 352277 

Gene 2426: Start: 352302 End: 352416 

Gene 2427: Start: 352591 End: 352666 

Gene 2428: Start: 352670 End: 352679 

Gene 2429: Start: 352885 End: 352897 

Gene 2430: Start: 352952 End: 353024 

Gene 2431: Start: 353092 End: 353221 

Gene 2432: Start: 353240 End: 353264 

Gene 2433: Start: 353319 End: 353457 

Gene 2434: Start: 353693 End: 353699 

Gene 2435: Start: 353722 End: 353767 

Gene 2436: Start: 353772 End: 353805 

Gene 2437: Start: 353859 End: 353925 

Gene 2438: Start: 353998 End: 354019 

Gene 2439: Start: 354055 End: 354082 

Gene 2440: Start: 354291 End: 354435 

Gene 2441: Start: 354444 End: 354510 

Gene 2442: Start: 354516 End: 354615 

Gene 2443: Start: 354619 End: 354637 

Gene 2444: Start: 354678 End: 354870 

Gene 2445: Start: 354928 End: 355006 

Gene 2446: Start: 355047 End: 355131 

Gene 2447: Start: 355170 End: 355176 

Gene 2448: Start: 355224 End: 355395 

Gene 2449: Start: 355561 End: 355582 

Gene 2450: Start: 355753 End: 355828 

Gene 2451: Start: 356012 End: 356024 

Gene 2452: Start: 356071 End: 356092 

Gene 2453: Start: 356110 End: 356122 

Gene 2454: Start: 356140 End: 356167 

Gene 2455: Start: 356421 End: 356439 

Gene 2456: Start: 356471 End: 356510 

Gene 2457: Start: 356523 End: 356568 

Gene 2458: Start: 356571 End: 356670 

Gene 2459: Start: 356827 End: 356860 

Gene 2460: Start: 356885 End: 356936 

Gene 2461: Start: 357045 End: 357084 

Gene 2462: Start: 357185 End: 357281 

Gene 2463: Start: 357317 End: 357344 

Gene 2464: Start: 357423 End: 357456 

Gene 2465: Start: 357466 End: 357529 

Gene 2466: Start: 357563 End: 357572 

Gene 2467: Start: 357582 End: 357591 

Gene 2468: Start: 357599 End: 357656 

Gene 2469: Start: 357824 End: 357860 

Gene 2470: Start: 357936 End: 357954 

Gene 2471: Start: 358068 End: 358095 

Gene 2472: Start: 358190 End: 358304 

Gene 2473: Start: 358351 End: 358426 

Gene 2474: Start: 358430 End: 358478 

Gene 2475: Start: 358500 End: 358536 

Gene 2476: Start: 358554 End: 358641 

Gene 2477: Start: 358659 End: 358737 

Gene 2478: Start: 358804 End: 358837 

Gene 2479: Start: 358858 End: 358915 

Gene 2480: Start: 358985 End: 358991 

Gene 2481: Start: 359035 End: 359038 

Gene 2482: Start: 359146 End: 359215 

Gene 2483: Start: 359223 End: 359238 

Gene 2484: Start: 359255 End: 359258 

Gene 2485: Start: 359266 End: 359287 

Gene 2486: Start: 359293 End: 359338 

Gene 2487: Start: 359752 End: 359782 

Gene 2488: Start: 359789 End: 359810 

Gene 2489: Start: 359934 End: 359940 

Gene 2490: Start: 359960 End: 359975 

Gene 2491: Start: 360005 End: 360038 

Gene 2492: Start: 360091 End: 360097 

Gene 2493: Start: 360133 End: 360151 

Gene 2494: Start: 360187 End: 360253 

Gene 2495: Start: 360394 End: 360505 

Gene 2496: Start: 360523 End: 360526 

Gene 2497: Start: 360693 End: 360744 

Gene 2498: Start: 360797 End: 360842 

Gene 2499: Start: 360855 End: 360885 

Gene 2500: Start: 360916 End: 360967 

Gene 2501: Start: 361031 End: 361079 

Gene 2502: Start: 361346 End: 361355 

Gene 2503: Start: 361403 End: 361412 

Gene 2504: Start: 361437 End: 361554 

Gene 2505: Start: 361573 End: 361579 

Gene 2506: Start: 361709 End: 361781 

Gene 2507: Start: 361825 End: 361840 

Gene 2508: Start: 361909 End: 361924 

Gene 2509: Start: 361937 End: 362117 

Gene 2510: Start: 362383 End: 362596 

Gene 2511: Start: 362726 End: 362771 

Gene 2512: Start: 362839 End: 362848 

Gene 2513: Start: 362855 End: 362873 

Gene 2514: Start: 362896 End: 363043 

Gene 2515: Start: 363114 End: 363150 

Gene 2516: Start: 363215 End: 363458 

Gene 2517: Start: 363492 End: 363624 

Gene 2518: Start: 363772 End: 363781 

Gene 2519: Start: 363888 End: 363906 

Gene 2520: Start: 363915 End: 363933 

Gene 2521: Start: 364039 End: 364066 

Gene 2522: Start: 364094 End: 364112 

Gene 2523: Start: 364115 End: 364373 

Gene 2524: Start: 364428 End: 364473 

Gene 2525: Start: 364638 End: 364734 

Gene 2526: Start: 364754 End: 364838 

Gene 2527: Start: 364915 End: 365227 

Gene 2528: Start: 365286 End: 365553 

Gene 2529: Start: 365556 End: 365610 

Gene 2530: Start: 365627 End: 365642 

Gene 2531: Start: 365812 End: 365914 

Gene 2532: Start: 366026 End: 366029 

Gene 2533: Start: 366128 End: 366161 

Gene 2534: Start: 366215 End: 366257 

Gene 2535: Start: 366339 End: 366399 

Gene 2536: Start: 366404 End: 366476 

Gene 2537: Start: 366548 End: 366665 

Gene 2538: Start: 366739 End: 366757 

Gene 2539: Start: 366775 End: 366808 

Gene 2540: Start: 366838 End: 366880 

Gene 2541: Start: 366895 End: 366913 

Gene 2542: Start: 367155 End: 367254 

Gene 2543: Start: 367337 End: 367400 

Gene 2544: Start: 367537 End: 367618 

Gene 2545: Start: 367621 End: 367645 

Gene 2546: Start: 367696 End: 367759 

Gene 2547: Start: 367964 End: 368090 

Gene 2548: Start: 368145 End: 368181 

Gene 2549: Start: 368236 End: 368251 

Gene 2550: Start: 368648 End: 368711 

Gene 2551: Start: 368721 End: 368949 

Gene 2552: Start: 368978 End: 369041 

Gene 2553: Start: 369425 End: 369449 

Gene 2554: Start: 369459 End: 369576 

Gene 2555: Start: 369630 End: 369651 

Gene 2556: Start: 369789 End: 369933 

Gene 2557: Start: 369939 End: 369993 

Gene 2558: Start: 370017 End: 370032 

Gene 2559: Start: 370044 End: 370047 

Gene 2560: Start: 370178 End: 370199 

Gene 2561: Start: 370310 End: 370334 

Gene 2562: Start: 370473 End: 370485 

Gene 2563: Start: 370613 End: 370634 

Gene 2564: Start: 370815 End: 370911 

Gene 2565: Start: 370940 End: 370961 

Gene 2566: Start: 371001 End: 371148 

Gene 2567: Start: 371178 End: 371202 

Gene 2568: Start: 371271 End: 371280 

Gene 2569: Start: 371339 End: 371465 

Gene 2570: Start: 371624 End: 371774 

Gene 2571: Start: 371946 End: 371955 

Gene 2572: Start: 372344 End: 372425 

Gene 2573: Start: 372632 End: 372644 

Gene 2574: Start: 372690 End: 372888 

